,From,To,Day,Month,Distance,Occupancy,Fuel_Cost,Ground_Cost,Price
4327,1,3,5,9,2079.0,88,8108.1,1770,2362.5
4328,1,3,6,9,2079.0,87,8108.1,1770,2392.273973
4329,2,1,5,6,1717.93,76,6699.927,1400,1862.815663
4330,4,6,1,3,623.48,97,2431.572,1950,1163.829333
4331,7,2,6,5,1561.76,82,6090.864,1925,1825.433766
4332,7,2,7,5,1561.76,99,6090.864,1925,2915.285333
4333,7,2,7,5,1561.76,92,6090.864,1925,2724.0
4334,5,7,5,6,1363.71,77,5318.469,1850,1541.585217
4335,1,3,1,3,2079.0,97,8108.1,1770,3861.0
4336,2,1,3,3,1717.93,83,6699.927,1400,1717.93
4337,2,1,3,9,1717.93,82,6699.927,1400,2410.64371
4338,7,2,3,5,1561.76,75,6090.864,1925,2037.078261
4339,1,3,5,6,2079.0,78,8108.1,1770,1981.164706
4340,2,1,1,1,1717.93,91,6699.927,1400,2863.216667
4341,1,3,4,9,2079.0,79,8108.1,1770,2420.328358
4342,2,1,4,12,1717.93,83,6699.927,1400,2016.700435
4343,2,1,4,3,1717.93,76,6699.927,1400,2091.393043
4344,1,3,2,6,2079.0,89,8108.1,1770,2289.531646
4345,1,3,5,9,2079.0,86,8108.1,1770,2436.328125
4346,2,1,2,6,1717.93,78,6699.927,1400,1874.105455
4347,2,1,3,12,1717.93,78,6699.927,1400,2490.9985
4348,7,2,2,5,1561.76,79,6090.864,1925,2191.501935
4349,2,1,3,6,1717.93,88,6699.927,1400,1840.639286
4350,1,3,1,3,2079.0,91,8108.1,1770,4252.5
4351,1,3,5,6,2079.0,84,8108.1,1770,2792.686567
4352,7,2,3,3,1561.76,76,6090.864,1925,1579.307865
4353,1,3,4,4,2079.0,84,8108.1,1770,2379.907895
4354,4,6,5,6,623.48,88,2431.572,1950,736.84
4355,4,6,1,1,623.48,91,2431.572,1950,935.22
4356,7,2,4,6,1561.76,78,6090.864,1925,1464.15
4357,2,1,7,1,1717.93,97,6699.927,1400,3558.569286
4358,7,2,6,5,1561.76,80,6090.864,1925,1639.848
4359,7,2,6,12,1561.76,76,6090.864,1925,2018.274462
4360,2,1,2,3,1717.93,81,6699.927,1400,1737.232584
4361,7,2,6,1,1561.76,80,6090.864,1925,1544.012727
4362,7,2,4,6,1561.76,83,6090.864,1925,2018.274462
4363,7,2,1,3,1561.76,94,6090.864,1925,2772.920816
4364,1,3,5,6,2079.0,79,8108.1,1770,2268.0
4365,2,1,3,6,1717.93,88,6699.927,1400,1810.791081
4366,4,6,2,3,623.48,77,2431.572,1950,623.48
4367,7,2,4,6,1561.76,90,6090.864,1925,2186.464
4368,2,1,3,3,1717.93,88,6699.927,1400,1737.90593
4369,7,2,1,3,1561.76,99,6090.864,1925,3055.617391
4370,2,1,6,12,1717.93,82,6699.927,1400,2122.148824
4371,2,1,5,3,1717.93,90,6699.927,1400,1845.184074
4372,1,3,2,6,2079.0,82,8108.1,1770,2260.9125
4373,7,2,5,6,1561.76,77,6090.864,1925,1579.92
4374,1,3,4,3,2079.0,87,8108.1,1770,2289.531646
4375,1,3,4,6,2079.0,85,8108.1,1770,1863.931034
4376,7,2,5,12,1561.76,90,6090.864,1925,2227.428197
4377,1,3,5,3,2079.0,80,8108.1,1770,2494.8
4378,1,3,3,9,2079.0,76,8108.1,1770,1813.081395
4379,1,3,4,3,2079.0,82,8108.1,1770,1953.759036
4380,1,3,5,6,2079.0,82,8108.1,1770,1771.875
4381,1,3,3,5,2079.0,87,8108.1,1770,1973.734177
4382,1,3,5,6,2079.0,79,8108.1,1770,2970.0
4383,2,1,5,3,1717.93,87,6699.927,1400,2166.085652
4384,1,3,6,12,2079.0,83,8108.1,1770,2528.513514
4385,2,1,2,6,1717.93,87,6699.927,1400,1942.007826
4386,7,2,6,12,1561.76,78,6090.864,1925,1544.012727
4387,1,3,5,6,2079.0,89,8108.1,1770,1871.1
4388,1,3,7,6,2079.0,92,8108.1,1770,3981.06383
4389,1,3,4,3,2079.0,84,8108.1,1770,2740.5
4390,2,1,2,3,1717.93,90,6699.927,1400,1784.004231
4391,2,1,2,5,1717.93,80,6699.927,1400,1738.627952
4392,1,3,5,3,2079.0,85,8108.1,1770,2716.112903
4393,2,1,1,3,1717.93,98,6699.927,1400,3137.089565
4394,1,3,2,5,2079.0,87,8108.1,1770,2621.347826
4395,1,3,2,4,2079.0,80,8108.1,1770,3067.377049
4396,7,2,5,6,1561.76,83,6090.864,1925,1524.127229
4397,7,2,7,5,1561.76,93,6090.864,1925,2717.4624
4398,2,1,6,5,1717.93,86,6699.927,1400,2166.085652
4399,2,1,6,5,1717.93,88,6699.927,1400,1952.193182
4400,1,3,5,9,2079.0,85,8108.1,1770,2871.0
4401,1,3,4,3,2079.0,88,8108.1,1770,2420.328358
4402,4,6,2,6,623.48,75,2431.572,1950,710.2936709
4403,1,3,6,3,2079.0,88,8108.1,1770,1842.75
4404,7,2,3,5,1561.76,86,6090.864,1925,1467.678072
4405,1,3,5,9,2079.0,87,8108.1,1770,2411.64
4406,2,1,4,6,1717.93,86,6699.927,1400,1807.173117
4407,1,3,7,5,2079.0,96,8108.1,1770,3768.1875
4408,7,2,5,12,1561.76,79,6090.864,1925,2304.236066
4409,4,6,2,5,623.48,88,2431.572,1950,664.4984211
4410,2,1,4,3,1717.93,81,6699.927,1400,2034.390789
4411,5,7,4,3,1363.71,85,5318.469,1850,1380.140241
4412,1,3,5,9,2079.0,83,8108.1,1770,2221.39726
4413,5,7,4,6,1363.71,78,5318.469,1850,1232.268072
4414,1,3,6,12,2079.0,85,8108.1,1770,2711.73913
4415,1,3,5,6,2079.0,83,8108.1,1770,2574.0
4416,2,1,2,3,1717.93,79,6699.927,1400,1855.3644
4417,1,3,7,6,2079.0,93,8108.1,1770,3691.285714
4418,1,3,2,6,2079.0,77,8108.1,1770,2054.541176
4419,2,1,5,4,1717.93,83,6699.927,1400,2319.2055
4420,7,2,6,12,1561.76,82,6090.864,1925,1979.695775
4421,1,3,6,12,2079.0,87,8108.1,1770,2007.310345
4422,1,3,2,6,2079.0,88,8108.1,1770,2598.75
4423,7,2,4,6,1561.76,80,6090.864,1925,1526.66427
4424,1,3,4,6,2079.0,79,8108.1,1770,2009.7
4425,7,2,2,3,1561.76,89,6090.864,1925,2027.957015
4426,1,3,3,5,2079.0,85,8108.1,1770,2673.0
4427,7,2,6,1,1561.76,77,6090.864,1925,1860.331765
4428,2,1,5,3,1717.93,78,6699.927,1400,2147.4125
4429,2,1,3,3,1717.93,82,6699.927,1400,1740.240779
4430,7,2,5,12,1561.76,82,6090.864,1925,1726.155789
4431,1,3,5,9,2079.0,79,8108.1,1770,2563.150685
4432,7,2,3,3,1561.76,83,6090.864,1925,1542.714146
4433,7,2,5,6,1561.76,83,6090.864,1925,1740.246857
4434,4,6,6,1,623.48,88,2431.572,1950,889.2255738
4435,1,3,5,6,2079.0,90,8108.1,1770,2210.582278
4436,7,2,6,1,1561.76,81,6090.864,1925,1579.307865
4437,2,1,6,5,1717.93,90,6699.927,1400,2147.4125
4438,1,3,4,5,2079.0,75,8108.1,1770,2658.393443
4439,1,3,5,6,2079.0,81,8108.1,1770,2923.59375
4440,1,3,4,5,2079.0,85,8108.1,1770,1842.75
4441,2,1,4,5,1717.93,85,6699.927,1400,1679.324831
4442,1,3,5,9,2079.0,81,8108.1,1770,1949.0625
4443,1,3,7,5,2079.0,92,8108.1,1770,3617.46
4444,2,1,2,4,1717.93,75,6699.927,1400,1826.659747
4445,1,3,2,6,2079.0,81,8108.1,1770,2398.846154
4446,1,3,5,3,2079.0,88,8108.1,1770,2007.310345
4447,1,3,5,9,2079.0,86,8108.1,1770,1930.5
4448,2,1,1,3,1717.93,95,6699.927,1400,3092.274
4449,2,1,5,9,1717.93,84,6699.927,1400,1656.575357
4450,1,3,5,9,2079.0,84,8108.1,1770,2711.73913
4451,1,3,4,9,2079.0,87,8108.1,1770,2686.707692
4452,1,3,5,6,2079.0,88,8108.1,1770,2318.884615
4453,5,7,4,6,1363.71,79,5318.469,1850,1877.895738
4454,7,2,5,12,1561.76,78,6090.864,1925,1920.196721
4455,1,3,1,1,2079.0,98,8108.1,1770,3715.659574
4456,5,7,5,6,1363.71,83,5318.469,1850,1676.692623
4457,4,6,1,3,623.48,94,2431.572,1950,1275.3
4458,5,7,3,5,1363.71,85,5318.469,1850,1269.661034
4459,2,1,5,6,1717.93,82,6699.927,1400,1654.302963
4460,1,3,1,3,2079.0,95,8108.1,1770,3465.0
4461,5,7,4,5,1363.71,84,5318.469,1850,1699.392462
4462,1,3,5,6,2079.0,85,8108.1,1770,2420.328358
4463,1,3,1,1,2079.0,98,8108.1,1770,3564.0
4464,1,3,6,12,2079.0,85,8108.1,1770,2716.112903
4465,7,2,3,5,1561.76,81,6090.864,1925,1581.282
4466,1,3,4,3,2079.0,82,8108.1,1770,2131.632911
4467,1,3,5,4,2079.0,75,8108.1,1770,2878.615385
4468,2,1,5,9,1717.93,85,6699.927,1400,1658.691034
4469,7,2,6,5,1561.76,81,6090.864,1925,1791.430588
4470,1,3,1,3,2079.0,96,8108.1,1770,3803.04878
4471,4,6,2,3,623.48,83,2431.572,1950,779.35
4472,5,7,1,3,1363.71,100,5318.469,1850,2966.06925
4473,1,3,5,3,2079.0,78,8108.1,1770,2079.0
4474,1,3,1,3,2079.0,92,8108.1,1770,3603.6
4475,7,2,4,5,1561.76,76,6090.864,1925,1933.607619
4476,2,1,5,3,1717.93,87,6699.927,1400,1758.351882
4477,1,3,6,12,2079.0,90,8108.1,1770,2965.131148
4478,1,3,5,6,2079.0,86,8108.1,1770,1901.52439
4479,1,3,6,5,2079.0,76,8108.1,1770,2182.95
4480,2,1,2,3,1717.93,88,6699.927,1400,2078.141129
4481,7,2,4,5,1561.76,76,6090.864,1925,1526.66427
4482,1,3,4,3,2079.0,84,8108.1,1770,2175.697674
4483,4,6,2,5,623.48,82,2431.572,1950,591.9113924
4484,7,2,4,6,1561.76,85,6090.864,1925,1693.474699
4485,1,3,5,3,2079.0,85,8108.1,1770,2494.8
4486,4,6,5,9,623.48,77,2431.572,1950,556.6785714
4487,7,2,6,12,1561.76,90,6090.864,1925,1617.537143
4488,4,6,1,3,623.48,90,2431.572,1950,1114.304681
4489,7,2,6,12,1561.76,77,6090.864,1925,2007.977143
4490,1,3,5,9,2079.0,90,8108.1,1770,1981.164706
4491,7,2,3,5,1561.76,76,6090.864,1925,1952.2
4492,2,1,3,3,1717.93,77,6699.927,1400,2140.805077
4493,7,2,3,6,1561.76,83,6090.864,1925,2058.683636
4494,1,3,7,5,2079.0,99,8108.1,1770,3508.3125
4495,1,3,2,5,2079.0,79,8108.1,1770,2659.897059
4496,2,1,2,3,1717.93,80,6699.927,1400,1660.665667
4497,1,3,7,4,2079.0,98,8108.1,1770,3880.8
4498,7,2,5,12,1561.76,85,6090.864,1925,1411.228916
4499,2,1,2,6,1717.93,89,6699.927,1400,1651.855769
4500,7,2,6,12,1561.76,78,6090.864,1925,1541.210526
4501,7,2,1,3,1561.76,97,6090.864,1925,3019.402667
4502,1,3,4,5,2079.0,82,8108.1,1770,2259.782609
4503,1,3,5,6,2079.0,89,8108.1,1770,2514.919355
4504,7,2,7,6,1561.76,96,6090.864,1925,2811.168
4505,7,2,6,6,1561.76,76,6090.864,1925,1732.911781
4506,7,2,5,9,1561.76,76,6090.864,1925,1859.238095
4507,7,2,5,1,1561.76,79,6090.864,1925,1997.00459
4508,1,3,1,1,2079.0,92,8108.1,1770,3243.24
4509,5,7,1,1,1363.71,95,5318.469,1850,2170.803673
4510,1,3,5,6,2079.0,78,8108.1,1770,2740.5
4511,7,2,5,6,1561.76,88,6090.864,1925,1561.76
4512,7,2,6,9,1561.76,85,6090.864,1925,1899.437838
4513,7,2,3,3,1561.76,80,6090.864,1925,1646.179459
4514,1,3,5,3,2079.0,84,8108.1,1770,2862.885246
4515,1,3,2,5,2079.0,77,8108.1,1770,1935.62069
4516,1,3,4,3,2079.0,90,8108.1,1770,2252.25
4517,7,2,7,5,1561.76,93,6090.864,1925,2724.0
4518,2,1,6,3,1717.93,87,6699.927,1400,1845.184074
4519,2,1,3,12,1717.93,75,6699.927,1400,1533.866071
4520,1,3,5,9,2079.0,85,8108.1,1770,2711.73913
4521,2,1,5,1,1717.93,82,6699.927,1400,1698.408068
4522,2,1,2,3,1717.93,75,6699.927,1400,1738.627952
4523,1,3,6,12,2079.0,90,8108.1,1770,2327.238806
4524,1,3,7,6,2079.0,100,8108.1,1770,4455.0
4525,1,3,6,9,2079.0,87,8108.1,1770,2512.125
4526,4,6,5,9,623.48,90,2431.572,1950,814.5464516
4527,1,3,2,6,2079.0,83,8108.1,1770,2716.112903
4528,5,7,2,6,1363.71,87,5318.469,1850,1315.006071
4529,2,1,2,5,1717.93,85,6699.927,1400,2078.141129
4530,1,3,7,6,2079.0,100,8108.1,1770,3389.673913
4531,7,2,6,5,1561.76,88,6090.864,1925,1681.895385
4532,7,2,6,1,1561.76,86,6090.864,1925,2191.501935
4533,1,3,5,6,2079.0,84,8108.1,1770,2350.173913
4534,4,6,4,3,623.48,77,2431.572,1950,687.6617647
4535,7,2,1,3,1561.76,96,6090.864,1925,3513.96
4536,7,2,3,6,1561.76,86,6090.864,1925,2115.932903
4537,1,3,6,12,2079.0,81,8108.1,1770,2359.945946
4538,2,1,1,3,1717.93,91,6699.927,1400,3045.421364
4539,1,3,2,5,2079.0,83,8108.1,1770,2175.697674
4540,1,3,1,1,2079.0,98,8108.1,1770,4563.658537
4541,1,3,2,6,2079.0,81,8108.1,1770,2316.6
4542,1,3,4,5,2079.0,90,8108.1,1770,2297.842105
4543,1,3,3,5,2079.0,80,8108.1,1770,2494.8
4544,7,2,1,3,1561.76,96,6090.864,1925,3085.428293
4545,2,1,5,4,1717.93,83,6699.927,1400,1982.226923
4546,1,3,5,6,2079.0,87,8108.1,1770,1981.164706
4547,1,3,4,3,2079.0,79,8108.1,1770,2590.753846
4548,1,3,7,6,2079.0,94,8108.1,1770,3378.375
4549,4,6,2,3,623.48,77,2431.572,1950,609.4692135
4550,7,2,4,6,1561.76,85,6090.864,1925,1561.76
4551,7,2,4,6,1561.76,78,6090.864,1925,1822.053333
4552,2,1,3,12,1717.93,81,6699.927,1400,2030.280909
4553,2,1,3,5,1717.93,82,6699.927,1400,2091.393043
4554,4,6,6,1,623.48,82,2431.572,1950,890.6857143
4555,1,3,6,12,2079.0,85,8108.1,1770,2686.707692
4556,1,3,2,6,2079.0,90,8108.1,1770,2165.625
4557,1,3,1,3,2079.0,99,8108.1,1770,4110.75
4558,1,3,1,1,2079.0,97,8108.1,1770,4158.0
4559,7,2,6,12,1561.76,88,6090.864,1925,1715.736338
4560,7,2,5,1,1561.76,89,6090.864,1925,1437.529091
4561,7,2,5,12,1561.76,87,6090.864,1925,1457.642667
4562,7,2,5,4,1561.76,81,6090.864,1925,1405.584
4563,1,3,4,3,2079.0,76,8108.1,1770,2338.875
4564,7,2,6,1,1561.76,88,6090.864,1925,1561.76
4565,1,3,4,5,2079.0,85,8108.1,1770,2420.328358
4566,1,3,7,6,2079.0,92,8108.1,1770,4206.348837
4567,4,6,2,6,623.48,77,2431.572,1950,556.6785714
4568,5,7,5,1,1363.71,90,5318.469,1850,1330.849518
4569,1,3,1,3,2079.0,98,8108.1,1770,3861.0
4570,7,2,4,5,1561.76,80,6090.864,1925,2018.274462
4571,1,3,1,1,2079.0,98,8108.1,1770,3969.0
4572,7,2,7,1,1561.76,100,6090.864,1925,2788.857143
4573,2,1,5,6,1717.93,82,6699.927,1400,1505.601573
4574,5,7,3,3,1363.71,88,5318.469,1850,1694.896714
4575,7,2,5,6,1561.76,76,6090.864,1925,1709.494054
4576,5,7,7,1,1363.71,97,5318.469,1850,2824.827857
4577,1,3,5,3,2079.0,79,8108.1,1770,2126.25
4578,4,6,2,6,623.48,76,2431.572,1950,616.395
4579,1,3,7,6,2079.0,94,8108.1,1770,4107.292683
4580,7,2,4,6,1561.76,77,6090.864,1925,1709.494054
4581,7,2,4,4,1561.76,90,6090.864,1925,1544.012727
4582,2,1,2,6,1717.93,79,6699.927,1400,1590.675926
4583,1,3,5,6,2079.0,84,8108.1,1770,1856.25
4584,1,3,3,9,2079.0,79,8108.1,1770,2673.0
4585,7,2,6,12,1561.76,90,6090.864,1925,1470.96
4586,2,1,2,3,1717.93,81,6699.927,1400,2147.4125
4587,1,3,1,3,2079.0,90,8108.1,1770,3955.170732
4588,2,1,1,3,1717.93,97,6699.927,1400,2684.265625
4589,2,1,2,4,1717.93,76,6699.927,1400,1885.532927
4590,7,2,4,4,1561.76,76,6090.864,1925,1524.127229
4591,1,3,6,1,2079.0,89,8108.1,1770,2398.846154
4592,4,6,2,3,623.48,87,2431.572,1950,615.2763158
4593,1,3,5,6,2079.0,87,8108.1,1770,2227.5
4594,2,1,3,6,1717.93,83,6699.927,1400,1959.891972
4595,4,6,3,3,623.48,82,2431.572,1950,738.3315789
4596,1,3,2,6,2079.0,81,8108.1,1770,2751.617647
4597,1,3,5,6,2079.0,84,8108.1,1770,2533.78125
4598,1,3,2,6,2079.0,79,8108.1,1770,2513.41791
4599,7,2,6,1,1561.76,90,6090.864,1925,1941.044571
4600,1,3,5,6,2079.0,88,8108.1,1770,2425.5
4601,7,2,7,1,1561.76,100,6090.864,1925,3050.88
4602,1,3,5,6,2079.0,80,8108.1,1770,2425.5
4603,7,2,7,1,1561.76,90,6090.864,1925,2707.050667
4604,1,3,5,6,2079.0,85,8108.1,1770,1907.788235
4605,2,1,1,4,1717.93,90,6699.927,1400,3478.80825
4606,2,1,6,6,1717.93,82,6699.927,1400,2410.64371
4607,1,3,4,3,2079.0,84,8108.1,1770,2055.375
4608,2,1,7,4,1717.93,93,6699.927,1400,3361.167391
4609,1,3,5,3,2079.0,84,8108.1,1770,2318.884615
4610,2,1,4,3,1717.93,88,6699.927,1400,2177.657746
4611,7,2,6,9,1561.76,86,6090.864,1925,2129.672727
4612,1,3,4,3,2079.0,85,8108.1,1770,1751.966292
4613,1,3,5,3,2079.0,89,8108.1,1770,2371.816901
4614,2,1,4,5,1717.93,85,6699.927,1400,2378.672308
4615,2,1,2,3,1717.93,80,6699.927,1400,1522.710682
4616,2,1,6,6,1717.93,84,6699.927,1400,2117.99589
4617,1,3,1,1,2079.0,93,8108.1,1770,3691.285714
4618,7,2,4,6,1561.76,86,6090.864,1925,1525.44
4619,7,2,6,12,1561.76,85,6090.864,1925,2267.070968
4620,1,3,4,5,2079.0,84,8108.1,1770,2792.686567
4621,1,3,3,5,2079.0,80,8108.1,1770,2420.328358
4622,1,3,1,1,2079.0,98,8108.1,1770,3450.255319
4623,4,6,6,6,623.48,90,2431.572,1950,847.543125
4624,2,1,2,3,1717.93,90,6699.927,1400,2061.516
4625,1,3,2,5,2079.0,75,8108.1,1770,2862.885246
4626,1,3,2,6,2079.0,87,8108.1,1770,2513.41791
4627,1,3,5,3,2079.0,79,8108.1,1770,2740.5
4628,1,3,6,12,2079.0,76,8108.1,1770,2221.39726
4629,7,2,3,3,1561.76,82,6090.864,1925,1316.089888
4630,2,1,4,3,1717.93,87,6699.927,1400,1679.324831
4631,1,3,3,9,2079.0,78,8108.1,1770,2379.907895
4632,1,3,2,6,2079.0,90,8108.1,1770,2362.5
4633,1,3,2,5,2079.0,89,8108.1,1770,2245.32
4634,2,1,6,1,1717.93,90,6699.927,1400,1924.0816
4635,7,2,5,12,1561.76,75,6090.864,1925,1582.042597
4636,1,3,2,5,2079.0,83,8108.1,1770,2658.393443
4637,7,2,4,12,1561.76,85,6090.864,1925,1599.851707
4638,2,1,4,12,1717.93,85,6699.927,1400,2177.657746
4639,4,6,2,6,623.48,78,2431.572,1950,863.28
4640,4,6,5,3,623.48,85,2431.572,1950,754.2096774
4641,7,2,7,1,1561.76,100,6090.864,1925,3045.432
4642,2,1,3,5,1717.93,82,6699.927,1400,2490.9985
4643,1,3,5,3,2079.0,78,8108.1,1770,3017.903226
4644,7,2,1,3,1561.76,90,6090.864,1925,3162.564
4645,4,6,2,6,623.48,82,2431.572,1950,649.4583333
4646,1,3,6,12,2079.0,89,8108.1,1770,1771.875
4647,1,3,5,6,2079.0,87,8108.1,1770,2728.6875
4648,1,3,2,6,2079.0,88,8108.1,1770,2227.5
4649,1,3,5,6,2079.0,88,8108.1,1770,2711.73913
4650,2,1,5,1,1717.93,88,6699.927,1400,1814.714789
4651,7,2,4,6,1561.76,75,6090.864,1925,1847.716056
4652,5,7,4,5,1363.71,78,5318.469,1850,1611.657273
4653,7,2,6,12,1561.76,89,6090.864,1925,1673.314286
4654,2,1,5,6,1717.93,79,6699.927,1400,1862.815663
4655,1,3,5,6,2079.0,81,8108.1,1770,2133.710526
4656,4,6,6,12,623.48,86,2431.572,1950,717.4290411
4657,2,1,2,6,1717.93,88,6699.927,1400,1739.404125
4658,1,3,5,12,2079.0,77,8108.1,1770,2878.615385
4659,4,6,2,6,623.48,80,2431.572,1950,719.4
4660,7,2,7,1,1561.76,95,6090.864,1925,2928.3
4661,1,3,2,5,2079.0,81,8108.1,1770,2104.048193
4662,7,2,7,5,1561.76,97,6090.864,1925,2662.090909
4663,1,3,7,4,2079.0,97,8108.1,1770,3898.125
4664,4,6,5,12,623.48,82,2431.572,1950,748.176
4665,2,1,5,12,1717.93,88,6699.927,1400,1822.681829
4666,2,1,5,4,1717.93,79,6699.927,1400,2233.309
4667,7,2,6,9,1561.76,80,6090.864,1925,1653.628235
4668,2,1,5,1,1717.93,86,6699.927,1400,1552.346386
4669,1,3,5,6,2079.0,85,8108.1,1770,1949.0625
4670,1,3,2,6,2079.0,76,8108.1,1770,2598.75
4671,2,1,6,5,1717.93,88,6699.927,1400,1992.7988
4672,1,3,1,3,2079.0,94,8108.1,1770,4107.292683
4673,1,3,6,6,2079.0,79,8108.1,1770,1949.0625
4674,1,3,6,9,2079.0,82,8108.1,1770,2025.0
4675,7,2,5,6,1561.76,87,6090.864,1925,1599.851707
4676,4,6,2,6,623.48,79,2431.572,1950,725.8423881
4677,7,2,6,5,1561.76,84,6090.864,1925,1668.729863
4678,1,3,3,5,2079.0,77,8108.1,1770,2751.617647
4679,1,3,5,12,2079.0,81,8108.1,1770,2878.615385
4680,1,3,2,6,2079.0,85,8108.1,1770,2475.0
4681,2,1,5,3,1717.93,81,6699.927,1400,2186.456364
4682,4,6,3,6,623.48,85,2431.572,1950,671.44
4683,7,2,5,9,1561.76,82,6090.864,1925,1490.770909
4684,1,3,1,1,2079.0,98,8108.1,1770,3691.285714
4685,1,3,7,6,2079.0,91,8108.1,1770,3660.847826
4686,1,3,5,9,2079.0,86,8108.1,1770,2359.945946
4687,1,3,2,6,2079.0,79,8108.1,1770,2514.919355
4688,2,1,1,3,1717.93,98,6699.927,1400,3236.100698
4689,1,3,4,3,2079.0,80,8108.1,1770,2547.507042
4690,1,3,4,5,2079.0,80,8108.1,1770,1949.0625
4691,1,3,2,6,2079.0,81,8108.1,1770,2129.707317
4692,1,3,3,5,2079.0,87,8108.1,1770,2004.75
4693,1,3,4,5,2079.0,75,8108.1,1770,2835.0
4694,7,2,4,6,1561.76,76,6090.864,1925,1579.92
4695,1,3,1,3,2079.0,97,8108.1,1770,4306.5
4696,7,2,6,1,1561.76,78,6090.864,1925,1693.474699
4697,1,3,2,6,2079.0,79,8108.1,1770,1732.5
4698,7,2,1,3,1561.76,99,6090.864,1925,3085.428293
4699,4,6,4,3,623.48,89,2431.572,1950,890.6857143
4700,2,1,7,6,1717.93,90,6699.927,1400,3092.274
4701,1,3,2,5,2079.0,83,8108.1,1770,2079.0
4702,4,6,3,12,623.48,78,2431.572,1950,834.504
4703,7,2,6,9,1561.76,77,6090.864,1925,1378.023529
4704,1,3,5,3,2079.0,85,8108.1,1770,2126.25
4705,1,3,4,3,2079.0,77,8108.1,1770,3118.5
4706,1,3,7,5,2079.0,100,8108.1,1770,3712.5
4707,2,1,5,6,1717.93,79,6699.927,1400,1959.891972
4708,1,3,5,9,2079.0,77,8108.1,1770,2384.735294
4709,2,1,6,1,1717.93,81,6699.927,1400,2208.767143
4710,1,3,6,9,2079.0,83,8108.1,1770,2379.907895
4711,1,3,4,3,2079.0,90,8108.1,1770,2782.661538
4712,2,1,2,6,1717.93,75,6699.927,1400,2061.516
4713,1,3,5,3,2079.0,80,8108.1,1770,1842.75
4714,1,3,3,5,2079.0,88,8108.1,1770,1856.25
4715,1,3,3,5,2079.0,90,8108.1,1770,2227.5
4716,1,3,4,3,2079.0,78,8108.1,1770,2459.661972
4717,1,3,5,9,2079.0,88,8108.1,1770,2436.328125
4718,1,3,5,3,2079.0,87,8108.1,1770,2440.565217
4719,7,2,7,5,1561.76,90,6090.864,1925,3162.564
4720,1,3,4,3,2079.0,76,8108.1,1770,2153.25
4721,7,2,6,12,1561.76,90,6090.864,1925,1741.963077
4722,1,3,3,9,2079.0,88,8108.1,1770,2760.639344
4723,2,1,5,3,1717.93,87,6699.927,1400,1603.401333
4724,4,6,1,1,623.48,99,2431.572,1950,1010.0376
4725,1,3,4,3,2079.0,89,8108.1,1770,1953.759036
4726,1,3,2,6,2079.0,80,8108.1,1770,2293.014706
4727,7,2,6,9,1561.76,85,6090.864,1925,1735.288889
4728,7,2,6,5,1561.76,83,6090.864,1925,1301.466667
4729,1,3,2,5,2079.0,83,8108.1,1770,1999.038462
4730,7,2,5,4,1561.76,77,6090.864,1925,1522.716
4731,5,7,6,12,1363.71,90,5318.469,1850,1649.649194
4732,7,2,7,5,1561.76,93,6090.864,1925,3428.253659
4733,1,3,5,6,2079.0,75,8108.1,1770,2316.6
4734,4,6,2,3,623.48,76,2431.572,1950,743.0515068
4735,1,3,7,5,2079.0,91,8108.1,1770,3768.1875
4736,7,2,6,1,1561.76,86,6090.864,1925,1748.238806
4737,1,3,5,6,2079.0,89,8108.1,1770,1842.75
4738,1,3,2,6,2079.0,77,8108.1,1770,2215.776316
4739,7,2,6,5,1561.76,85,6090.864,1925,1681.895385
4740,7,2,7,1,1561.76,93,6090.864,1925,2851.909565
4741,1,3,1,1,2079.0,97,8108.1,1770,4209.975
4742,1,3,3,9,2079.0,76,8108.1,1770,2002.0
4743,1,3,5,9,2079.0,89,8108.1,1770,2245.32
4744,1,3,1,1,2079.0,95,8108.1,1770,3564.0
4745,1,3,4,3,2079.0,83,8108.1,1770,2227.5
4746,1,3,2,4,2079.0,83,8108.1,1770,2318.884615
4747,7,2,7,5,1561.76,99,6090.864,1925,2791.230638
4748,7,2,1,3,1561.76,92,6090.864,1925,3019.402667
4749,5,7,3,6,1363.71,84,5318.469,1850,1345.766447
4750,1,3,5,6,2079.0,75,8108.1,1770,2106.0
4751,2,1,2,6,1717.93,84,6699.927,1400,1488.872667
4752,7,2,3,5,1561.76,78,6090.864,1925,1624.2304
4753,2,1,6,3,1717.93,90,6699.927,1400,1621.417079
4754,1,3,6,9,2079.0,79,8108.1,1770,2079.0
4755,1,3,2,6,2079.0,78,8108.1,1770,2816.709677
4756,7,2,3,6,1561.76,82,6090.864,1925,1698.414
4757,1,3,1,1,2079.0,91,8108.1,1770,3796.434783
4758,7,2,4,6,1561.76,75,6090.864,1925,1524.127229
4759,1,3,2,6,2079.0,83,8108.1,1770,1856.25
4760,1,3,6,12,2079.0,83,8108.1,1770,2772.0
4761,1,3,4,3,2079.0,85,8108.1,1770,2512.125
4762,1,3,3,9,2079.0,87,8108.1,1770,3067.377049
4763,1,3,5,9,2079.0,79,8108.1,1770,2514.919355
4764,2,1,5,3,1717.93,89,6699.927,1400,1932.67125
4765,2,1,5,1,1717.93,86,6699.927,1400,1695.325658
4766,7,2,7,1,1561.76,97,6090.864,1925,2635.47
4767,4,6,5,9,623.48,82,2431.572,1950,644.9793103
